Unnamed: 0,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?,scaled_loc_dirty
2200,1642842072661.jpg,1642842106746.jpg,1642842137155.jpg,1642842163594.jpg,1642842189332.jpg,8,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.8,0.2,0.4,0.0,0.2,0.2,0.4,0.6,0.4,4.0
2201,1642842474103.jpg,1642842484025.jpg,1642842496037.jpg,1642842512368.jpg,1642842527989.jpg,2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.6,0.0,1.0
2202,1642842874813.jpg,1642842946987.jpg,1642842959572.jpg,1642842968908.jpg,1642842977340.jpg,7,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.2,0.2,0.4,0.6,0.2,0.4,0.2,0.8,0.0,0.0,4.0
2203,1642843160355.jpg,1642843175944.jpg,1642843187357.jpg,1642843219452.jpg,1642843234239.jpg,5,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.4,0.8,0.2,0.0,0.8,0.4,0.6,0.2,0.0,3.0
2204,1642843741324.jpg,1642843752598.jpg,1642843773581.jpg,1642843792420.jpg,1642843810428.jpg,10,0.4,0.8,0.8,0.8,0.8,0.6,0.4,0.6,0.6,0.0,0.8,0.2,0.4,0.2,0.4,1.0,0.0,5.0
2205,1642844504530.jpg,1642844514452.jpg,1642844533536.jpg,1642844545311.jpg,1642844558277.jpg,6,0.4,0.2,0.0,0.6,0.4,0.4,0.2,0.2,1.0,0.4,0.2,0.0,0.6,0.2,0.8,0.6,0.0,3.0
2206,1642844873971.jpg,1642844892595.jpg,1642844904665.jpg,1642844916354.jpg,1642844942958.jpg,8,0.2,0.2,0.0,0.2,0.2,0.2,0.0,0.2,0.2,0.6,0.6,0.0,0.4,0.8,0.4,0.8,0.0,4.0
2207,1642845239888.jpg,1642845270749.jpg,1642845280467.jpg,1642845292495.jpg,1642845304080.jpg,6,0.8,0.8,0.4,0.8,1.0,1.0,0.4,0.2,0.0,0.0,0.6,0.2,0.6,0.0,0.6,0.6,0.0,3.0
2208,1642845502085.jpg,1642845556821.jpg,1642845534889.jpg,1642845568460.jpg,1642845577555.jpg,7,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.6,0.2,0.8,0.6,0.4,0.8,1.0,0.6,0.6,0.6,4.0
2209,1642845772900.jpg,1642845786702.jpg,1642845826179.jpg,1642845860328.jpg,1642845877838.jpg,3,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.6,0.0,0.4,0.2,0.6,0.4,0.0,2.0
2210,1642846085108.jpg,1642846123753.jpg,1642846140259.jpg,1642846154264.jpg,1642846174448.jpg,7,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.6,0.2,0.6,0.2,0.2,4.0
2211,1642847093403.jpg,1642847115284.jpg,1642847126706.jpg,1642847141041.jpg,1642847151530.jpg,4,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.0,0.0,0.6,0.2,0.0,0.4,0.6,0.2,0.2,0.0,2.0
2212,1642846473979.jpg,1642846489246.jpg,1642846515415.jpg,1642846535646.jpg,1642846547714.jpg,5,0.2,0.4,0.4,0.6,0.4,0.2,0.4,0.4,0.2,0.0,0.2,0.2,0.6,0.2,0.6,0.4,0.0,3.0
2213,1642847597291.jpg,1642847606434.jpg,1642847615491.jpg,1642847630245.jpg,1642847643558.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.2,0.0,0.6,0.8,0.8,0.2,0.0,1.0
2214,1642847977447.jpg,1642847993867.jpg,1642848015167.jpg,1642848025295.jpg,1642848043289.jpg,3,0.4,0.6,0.4,0.6,0.6,0.4,0.2,0.2,0.0,0.2,0.4,0.0,0.0,0.4,0.4,0.2,0.2,2.0
2215,1642848475783.jpg,1642848490178.jpg,1642848509517.jpg,1642848517553.jpg,1642848533666.jpg,7,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.0,0.2,0.6,0.4,0.6,0.2,0.4,0.8,1.0,4.0
2216,1642849864352.jpg,1642849876830.jpg,1642849886022.jpg,1642849902709.jpg,1642849921376.jpg,8,0.0,0.4,0.4,0.6,0.4,0.0,0.2,0.4,0.0,0.2,0.6,0.2,0.8,0.4,0.2,0.4,0.4,4.0
2217,1642849612683.jpg,1642849633755.jpg,1642849649158.jpg,1642849670395.jpg,1642849690561.jpg,10,0.4,0.2,0.2,0.2,0.6,0.4,0.0,0.6,0.0,0.0,0.2,0.2,0.8,0.0,0.8,0.2,0.0,5.0
2218,1642849366219.jpg,1642849382366.jpg,1642849394677.jpg,1642849406840.jpg,1642849417117.jpg,10,0.2,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.8,0.4,0.8,0.4,5.0
2219,1642850295023.jpg,1642850308709.jpg,1642850319265.jpg,1642850334624.jpg,1642850382777.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.6,0.4,0.8,0.6,0.6,1.0,0.6,1.0
2220,1642850733747.jpg,1642850756593.jpg,1642850767747.jpg,1642850776378.jpg,1642850804559.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.8,0.2,0.8,0.0,0.0,2.0
2221,1642851260568.jpg,1642851269937.jpg,1642851286795.jpg,1642851304330.jpg,1642851317865.jpg,4,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.2,0.0,0.6,0.2,0.2,0.4,0.8,0.2,0.2,0.0,2.0
2222,1643025884214.jpg,1643025893319.jpg,1643025909475.jpg,1643025915833.jpg,1643025923977.jpg,6,0.4,0.2,0.2,0.2,0.6,0.4,0.2,0.2,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.4,0.2,3.0
2223,1643026257094.jpg,1643026189654.jpg,1643026226449.jpg,1643026234001.jpg,1643026241886.jpg,1,0.4,0.4,0.4,0.4,0.4,0.6,0.6,0.4,0.6,0.0,0.6,0.2,0.8,0.0,0.8,0.6,0.2,1.0
2224,1643026689324.jpg,1643026699665.jpg,1643026709173.jpg,1643026716910.jpg,1643026741088.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.8,0.4,0.2,0.6,0.6,0.6,0.4,0.0,1.0
2225,1643027598596.jpg,1643027606986.jpg,1643027614382.jpg,1643027621642.jpg,1643027641467.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.8,0.8,1.0,0.4,0.8,0.8,0.0,1.0
2226,1643031341604.jpg,1643031355266.jpg,1643031369457.jpg,1643031375410.jpg,1643031382036.jpg,2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.2,0.4,0.2,0.8,0.2,0.4,0.4,0.2,1.0
2227,1643028900151.jpg,1643028906475.jpg,1643028916007.jpg,1643028927324.jpg,1643028935056.jpg,6,0.4,0.4,0.4,0.4,0.6,0.4,0.2,0.2,0.0,0.8,0.0,0.0,0.6,0.8,0.4,0.0,0.0,3.0
2228,1643029338941.jpg,1643029359381.jpg,1643029365704.jpg,1643029371777.jpg,1643029376755.jpg,1,0.8,0.8,0.4,0.8,0.6,0.8,0.6,0.6,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.0,1.0
2229,1643010271546.jpg,1643010286270.jpg,1643010298720.jpg,1643010316161.jpg,1643010334735.jpg,2,0.4,0.6,0.4,0.8,0.6,0.4,0.2,0.6,0.0,0.2,0.2,0.2,0.6,0.2,0.6,0.2,0.0,1.0
2230,1643010484903.jpg,1643010503839.jpg,1643010515868.jpg,1643010540005.jpg,1643010555732.jpg,5,0.4,0.6,0.4,0.6,0.6,0.4,0.4,0.2,0.0,0.0,0.6,0.4,1.0,0.0,0.4,0.6,0.2,3.0
2231,1643010836826.jpg,1643010855005.jpg,1643010877702.jpg,1643010898928.jpg,1643010939950.jpg,0,0.2,0.0,0.0,0.2,0.0,0.2,0.4,0.6,0.0,0.0,0.6,0.6,0.8,0.0,1.0,0.6,0.8,1.0
2232,1643011648146.jpg,1643011670976.jpg,1643011685256.jpg,1643011694075.jpg,1643011708360.jpg,1,0.2,0.4,0.2,0.0,0.2,0.2,0.0,0.8,0.0,0.2,0.4,0.2,0.4,0.2,0.2,0.6,0.6,1.0
2233,1643012296902.jpg,1643012311321.jpg,1643012328586.jpg,1643012339043.jpg,1643012361090.jpg,5,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.2,0.0,0.2,0.2,0.2,0.6,0.4,0.0,0.4,0.0,3.0
2234,1643013021842.jpg,1643013042168.jpg,1643013064551.jpg,1643013078999.jpg,1643013093351.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.6,0.6,0.8,0.4,0.8,0.8,0.8,1.0
2235,1643013732480.jpg,1643013791156.jpg,1643013810250.jpg,1643013833978.jpg,1643013856460.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.6,0.6,0.6,0.8,0.8,1.0,0.6,0.4,1.0
2236,1643015915330.jpg,1643016034331.jpg,1643016063553.jpg,1643016092174.jpg,1643016114603.jpg,1,0.4,0.4,0.4,0.2,0.6,0.6,0.2,0.6,0.0,0.2,0.8,0.4,0.6,0.4,0.2,0.6,0.4,1.0
2237,1643018758863.jpg,1643018771978.jpg,1643018785621.jpg,1643018802304.jpg,1643018817663.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.4,0.2,0.0,0.6,0.6,0.8,0.4,0.2,1.0
2238,1643019091275.jpg,1643019131825.jpg,1643019145754.jpg,1643019189600.jpg,1643019216604.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.8,0.6,0.0,0.2,0.8,0.4,0.4,0.2,1.0
2239,1643020175176.jpg,1643020186507.jpg,1643020198910.jpg,1643020218120.jpg,1643020254066.jpg,2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.6,0.6,0.8,0.4,0.2,1.0
2240,1643021207167.jpg,1643021219424.jpg,1643021240806.jpg,1643021254524.jpg,1643021525766.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.6,0.2,0.0,0.6,0.6,0.8,0.2,0.0,1.0
2241,1643022079397.jpg,1643022109337.jpg,1643022134522.jpg,1643022159416.jpg,1643022184135.jpg,1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,1.0,0.0,0.2,0.4,0.2,0.4,0.2,0.6,0.4,0.0,1.0
2242,1643022504013.jpg,1643022516941.jpg,1643022532373.jpg,1643022542593.jpg,1643022557413.jpg,2,0.0,0.4,0.2,0.4,0.6,0.0,0.0,0.4,0.8,0.0,0.4,0.0,0.4,0.0,0.6,0.2,0.0,1.0
2243,1643022690405.jpg,1643022710672.jpg,1643022729020.jpg,1643022741795.jpg,1643022770047.jpg,1,0.0,0.2,0.2,0.2,0.4,0.0,0.0,0.2,0.2,0.0,0.0,0.0,0.6,0.4,0.4,0.0,0.0,1.0
2244,1643023134531.jpg,1643023145064.jpg,1643023155860.jpg,1643023165488.jpg,1643023184618.jpg,1,0.4,0.6,0.4,0.4,0.6,0.2,0.4,0.0,0.4,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.2,1.0
2245,1643023386343.jpg,1643023406013.jpg,1643023423927.jpg,1643023434309.jpg,1643023473230.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.0,0.4,0.4,0.6,0.4,0.0,1.0
2246,1643024074815.jpg,1643024098277.jpg,1643024130770.jpg,1643024144372.jpg,1643024158584.jpg,2,0.2,0.2,0.2,0.2,0.4,0.0,0.4,0.6,0.0,0.2,0.2,0.2,0.8,0.2,0.8,0.0,0.2,1.0
2247,1643024570510.jpg,1643024599596.jpg,1643024617118.jpg,1643024631335.jpg,1643024650539.jpg,1,0.2,0.0,0.0,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.4,0.2,0.0,1.0
2248,1643024924117.jpg,1643024942021.jpg,1643024957231.jpg,1643024976498.jpg,1643025001938.jpg,2,0.8,0.6,0.6,0.8,0.8,0.8,0.8,0.6,0.2,0.0,0.2,0.0,0.8,0.0,0.2,0.4,0.0,1.0
2249,1643026038497.jpg,1643026054295.jpg,1643026067814.jpg,1643026092550.jpg,1643026101099.jpg,2,0.4,0.4,0.4,0.4,0.4,0.4,0.8,0.4,0.0,0.2,0.4,0.2,0.8,0.4,0.2,0.6,0.0,1.0
2250,1643098968563.jpg,1643098985383.jpg,1643098998854.jpg,1643099036286.jpg,1643099051050.jpg,2,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.6,0.2,0.6,0.0,0.6,0.0,0.4,0.6,0.2,1.0
2251,1643098746235.jpg,1643098782932.jpg,1643098799792.jpg,1643098815908.jpg,1643098830140.jpg,1,0.4,0.8,0.6,0.6,0.6,0.4,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.2,0.6,0.4,0.0,1.0
2252,1643099891927.jpg,1643099923783.jpg,1643099935259.jpg,1643099966787.jpg,1643099980244.jpg,1,0.0,0.2,0.2,0.6,0.6,0.0,0.2,0.2,0.0,0.6,0.4,0.2,0.0,0.6,0.4,0.4,0.2,1.0
2253,1643100365928.jpg,1643100379710.jpg,1643100390003.jpg,1643100400250.jpg,1643100412336.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.8,0.6,0.4,0.2,0.6,0.8,0.2,1.0
2254,1643100567064.jpg,1643100576968.jpg,1643100596440.jpg,1643100605275.jpg,1643100665344.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,0.0,0.6,0.6,0.2,0.6,0.6,0.8,0.6,0.0,1.0
2255,1643102322201.jpg,1643102234670.jpg,1643102244352.jpg,1643102253216.jpg,1643102264983.jpg,1,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.4,0.4,0.2,0.0,0.0,0.4,0.6,0.2,0.0,1.0
2256,1643102571351.jpg,1643102582737.jpg,1643102591622.jpg,1643102612024.jpg,1643102630594.jpg,5,0.4,0.6,0.4,0.6,0.6,0.4,0.0,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.2,0.2,3.0
2257,1643102983935.jpg,1643103004194.jpg,1643103017906.jpg,1643103036770.jpg,1643103068709.jpg,1,0.4,0.6,0.4,0.6,0.6,0.2,0.2,0.4,0.2,0.0,0.8,0.4,0.4,0.0,0.6,0.8,0.0,1.0
2258,1643103534232.jpg,1643103547447.jpg,1643103560763.jpg,1643103576940.jpg,1643103597778.jpg,2,0.2,0.2,0.2,0.2,0.6,0.2,0.0,0.4,0.0,0.8,0.2,0.0,0.8,0.8,0.2,0.2,0.0,1.0
2259,1643103881038.jpg,1643103963021.jpg,1643103913319.jpg,1643103931019.jpg,1643103944917.jpg,2,0.6,0.8,0.6,0.8,0.8,0.4,0.2,0.0,0.0,0.0,0.6,0.0,0.6,0.2,0.0,0.4,0.6,1.0
2260,1643104512273.jpg,1643104531907.jpg,1643104551428.jpg,1643104573459.jpg,1643104584782.jpg,2,0.8,0.6,0.2,1.0,0.8,0.8,0.4,0.2,0.0,0.2,0.4,0.0,0.8,0.0,0.2,0.2,0.0,1.0
2261,1643105040938.jpg,1643105055917.jpg,1643105067602.jpg,1643105081862.jpg,1643105112762.jpg,1,0.0,0.2,0.2,0.4,0.2,0.2,0.2,0.6,0.2,0.6,0.4,0.0,0.8,0.4,0.6,0.6,0.0,1.0
2262,1643105506063.jpg,1643105518594.jpg,1643105537703.jpg,1643105549017.jpg,1643105571844.jpg,1,0.0,0.0,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.4,0.2,0.0,0.6,0.6,0.8,0.2,0.0,1.0
2263,1643106632654.jpg,1643106643079.jpg,1643106684639.jpg,1643106705611.jpg,1643106730056.jpg,1,0.2,0.2,0.0,0.2,0.0,0.2,0.4,0.4,0.2,0.2,0.6,0.2,1.0,0.4,1.0,0.6,0.4,1.0
2264,1643026795239.jpg,1643026811397.jpg,1643026822270.jpg,1643026832867.jpg,1643026847917.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.8,0.2,0.4,0.4,0.6,1.0,0.0,1.0
2265,1643027620563.jpg,1643027633932.jpg,1643027649926.jpg,1643027662322.jpg,1643027684577.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.4,0.4,1.0,0.8,0.6,0.6,0.0,3.0
2266,1643090347074.jpg,1643090369603.jpg,1643090384486.jpg,1643090395964.jpg,1643090406879.jpg,1,0.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.6,0.0,0.0,0.6,0.6,0.6,0.0,0.0,1.0
2267,1643090836999.jpg,1643090852028.jpg,1643090864232.jpg,1643090872093.jpg,1643090895207.jpg,1,0.6,0.4,0.4,0.4,0.8,0.6,0.4,0.6,0.0,0.2,0.4,0.0,0.4,0.0,0.4,0.4,0.0,1.0
2268,1643091924483.jpg,1643091934146.jpg,1643091950001.jpg,1643091968456.jpg,1643092005124.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.0,0.2,0.2,0.0,0.6,0.4,0.6,0.2,0.0,1.0
2269,1643092500797.jpg,1643092541750.jpg,1643092556919.jpg,1643092589963.jpg,1643092598176.jpg,1,0.4,0.8,0.6,0.6,0.8,0.2,0.2,0.0,0.4,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.0,1.0
2270,1643093144729.jpg,1643093170369.jpg,1643093198005.jpg,1643093208837.jpg,1643093218775.jpg,5,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.0,0.0,3.0
2271,1643093696535.jpg,1643093714645.jpg,1643093724117.jpg,1643093738375.jpg,1643093749506.jpg,1,0.2,0.4,0.4,0.4,0.6,0.2,0.0,0.0,0.0,1.0,0.0,0.0,0.2,1.0,0.2,0.2,0.0,1.0
2272,1643094038306.jpg,1643094105042.jpg,1643094115851.jpg,1643094125424.jpg,1643094138961.jpg,1,0.4,0.0,0.0,0.0,0.2,0.4,0.2,0.4,0.0,0.6,0.0,0.0,1.0,0.8,0.8,0.0,0.0,1.0
2273,1643097392902.jpg,1643097407222.jpg,1643097460678.jpg,1643097471881.jpg,1643097494110.jpg,1,0.2,0.4,0.4,0.2,0.4,0.4,0.0,0.2,0.0,0.6,0.2,0.0,0.2,0.6,0.4,0.2,0.2,1.0
2274,1643095007165.jpg,1643095032315.jpg,1643095057019.jpg,1643095156322.jpg,1643095180126.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.4,0.0,0.4,0.2,0.0,0.4,0.6,0.4,0.2,0.2,1.0
2275,1643096984821.jpg,1643096993341.jpg,1643097013047.jpg,1643097029391.jpg,1643097060579.jpg,1,0.2,0.2,0.4,0.2,0.4,0.2,0.2,0.2,0.4,0.6,0.4,0.2,0.6,0.6,0.4,0.4,0.0,1.0
2276,1643095737001.jpg,1643095768259.jpg,1643095970682.jpg,1643095801179.jpg,1643095821088.jpg,1,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.4,0.4,0.4,0.8,0.4,0.4,0.6,0.0,1.0
2277,1642922604359.jpg,1642922632752.jpg,1642922647397.jpg,1642922660744.jpg,1642922698556.jpg,1,0.2,0.4,0.0,0.2,0.8,0.2,0.4,0.2,0.0,0.4,0.2,0.0,0.2,0.4,0.4,0.2,0.0,1.0
2278,1642922922212.jpg,1642922936444.jpg,1642922950944.jpg,1642922971493.jpg,1642922992599.jpg,5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.4,0.8,0.6,0.2,0.6,0.6,0.4,0.0,3.0
2279,1642923193439.jpg,1642923208933.jpg,1642923224224.jpg,1642923262006.jpg,1642923275385.jpg,6,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.6,0.0,0.6,0.0,0.0,0.4,0.6,0.2,0.0,0.0,3.0
2280,1642923597699.jpg,1642923613518.jpg,1642923628036.jpg,1642923644249.jpg,1642923670571.jpg,6,0.8,0.8,0.6,1.0,0.8,0.8,0.4,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.0,3.0
2281,1642923958389.jpg,1642923972552.jpg,1642923992421.jpg,1642924014129.jpg,1642924032687.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,3.0
2282,1642924232192.jpg,1642924249943.jpg,1642924272939.jpg,1642924288701.jpg,1642924324685.jpg,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.2,0.2,0.2,0.0,0.4,0.2,0.0,2.0
2283,1642924523904.jpg,1642924537462.jpg,1642924555940.jpg,1642924574887.jpg,1642924598356.jpg,2,0.2,0.6,0.2,0.4,0.6,0.4,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0,1.0
2284,1642924744470.jpg,1642924756542.jpg,1642924780202.jpg,1642924794998.jpg,1642924819118.jpg,2,0.4,0.2,0.2,0.2,0.4,0.2,0.0,0.6,0.0,0.2,0.0,0.0,0.2,0.4,0.0,0.2,0.0,1.0
2285,1642925112173.jpg,1642925128473.jpg,1642925149926.jpg,1642925175985.jpg,1642925204092.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.2,0.0,1.0
2286,1642925354392.jpg,1642925366370.jpg,1642925378867.jpg,1642925390888.jpg,1642925408425.jpg,2,0.4,0.4,0.4,0.4,0.8,0.4,0.2,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,1.0
2287,1642925701413.jpg,1642925718786.jpg,1642925749406.jpg,1642925772094.jpg,1642925789897.jpg,2,0.2,0.2,0.2,0.2,0.4,0.2,0.0,0.6,0.0,0.2,0.2,0.0,0.6,0.6,0.6,0.2,0.0,1.0
2288,1642926169771.jpg,1642926209749.jpg,1642926226726.jpg,1642926241053.jpg,1642926261838.jpg,2,0.0,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.2,1.0
2289,1642926921243.jpg,1642926937980.jpg,1642926955305.jpg,1642926980012.jpg,1642927000917.jpg,1,0.0,0.2,0.0,0.0,0.2,0.2,0.0,0.4,0.0,0.2,0.2,0.0,0.0,0.4,0.6,0.2,0.4,1.0
2290,1642927439575.jpg,1642927457875.jpg,1642927471695.jpg,1642927489060.jpg,1642927506715.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2,0.0,1.0
2291,1642928568312.jpg,1642928588653.jpg,1642928602910.jpg,1642928616378.jpg,1642928634356.jpg,1,0.6,0.4,0.4,0.8,0.4,0.6,0.2,0.4,0.0,0.2,0.4,0.2,0.8,0.4,0.8,0.4,0.0,1.0
2292,1642928891669.jpg,1642928907115.jpg,1642928925161.jpg,1642928942299.jpg,1642928956076.jpg,2,0.2,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.8,0.4,0.6,0.4,0.0,1.0
2293,1642929307062.jpg,1642929323986.jpg,1642929341701.jpg,1642929355463.jpg,1642929368474.jpg,2,0.4,0.4,0.4,0.4,0.4,0.4,0.0,0.6,0.0,0.2,0.0,0.0,0.8,0.6,0.4,0.0,0.0,1.0
2294,1642929632075.jpg,1642929645820.jpg,1642929661413.jpg,1642929677141.jpg,1642929690587.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.0,1.0
2295,1642930039251.jpg,1642930051024.jpg,1642930063240.jpg,1642930078291.jpg,1642930095975.jpg,6,0.2,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.0,0.2,0.0,0.0,0.4,0.2,0.8,0.0,0.0,3.0
2296,1642930591937.jpg,1642930625833.jpg,1642930651451.jpg,1642930678551.jpg,1642930725383.jpg,1,0.4,0.6,0.2,0.8,0.6,0.4,0.2,0.4,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.4,1.0
2297,1642930942741.jpg,1642930959799.jpg,1642930975050.jpg,1642930987109.jpg,1642931011981.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.4,0.0,0.0,0.4,0.4,0.2,0.0,0.0,1.0
2298,1642931389496.jpg,1642931411097.jpg,1642931429720.jpg,1642931441498.jpg,1642931453572.jpg,1,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.0,0.6,0.4,0.4,0.8,0.8,0.8,0.4,0.2,1.0
2299,1642932086146.jpg,1642932110148.jpg,1642932124618.jpg,1642932137495.jpg,1642932165687.jpg,2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.6,0.4,0.4,0.0,0.0,1.0
2300,1642932687026.jpg,1642932729181.jpg,1642932744494.jpg,1642932759800.jpg,1642932774926.jpg,2,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.6,0.0,0.4,0.2,0.0,1.0,0.6,1.0,0.2,0.0,1.0
2301,1642933348138.jpg,1642933365720.jpg,1642933380451.jpg,1642933394324.jpg,1642933406815.jpg,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.0,0.0,0.4,0.2,0.4,0.2,0.0,3.0
2302,1642933794365.jpg,1642933812024.jpg,1642933823751.jpg,1642933838289.jpg,1642933860649.jpg,6,0.4,0.6,0.6,0.6,0.6,0.4,0.4,0.4,0.0,0.2,0.2,0.0,0.8,0.4,0.2,0.2,0.2,3.0
2303,1642934230998.jpg,1642934246351.jpg,1642934277420.jpg,1642934288996.jpg,1642934311641.jpg,3,0.4,0.2,0.0,0.2,0.0,0.2,0.2,1.0,0.0,0.6,0.8,0.4,0.4,0.6,0.4,1.0,0.4,2.0
2304,1642934555740.jpg,1642934570205.jpg,1642934581459.jpg,1642934605077.jpg,1642934625157.jpg,2,0.0,0.2,0.2,0.2,0.4,0.2,0.2,0.4,0.0,0.6,0.4,0.0,0.4,0.8,0.6,0.4,0.2,1.0
2305,1642935022408.jpg,1642935041060.jpg,1642935051957.jpg,1642935065076.jpg,1642935079226.jpg,2,0.2,0.4,0.4,0.2,0.4,0.2,0.4,0.2,0.0,0.4,0.2,0.0,0.6,0.4,0.8,0.2,0.0,1.0
2306,1642935475990.jpg,1642935494776.jpg,1642935526837.jpg,1642935564454.jpg,1642935617685.jpg,1,0.4,0.4,0.2,0.4,0.4,0.6,0.4,0.6,0.0,0.2,0.6,0.2,0.8,0.2,0.8,0.4,0.0,1.0
2307,1642936161783.jpg,1642936428079.jpg,1642936441101.jpg,1642936472231.jpg,1642936492286.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.8,1.0,1.0,0.4,0.2,1.0
