,image1,image2,image3,image4,image5,loc_dirty,Is there junk?,Is there a lot of trash?,Is there a lot of garbage?,Is there a lot of waste?,Is there a lot of rubbish?,Is there any type of junk?,Is there any metal on the ground?,Is there water?,Is there grass?,Is there sand?,Are there buildings?,Are there structures?,Are there walls?,Is the ground sand?,Are there stones?,Are there houses?,Are there trees?
2565,1643708021784.jpg,1643708032875.jpg,1643708061679.jpg,1643708073994.jpg,1643708098607.jpg,2,0.4,0.2,0.2,0.2,0.6,0.2,0.2,0.6,0.8,0.2,0.0,0.0,0.0,0.0,0.4,0.2,0.0
2566,1644562341349.jpg,1644562367284.jpg,1644562597269.jpg,1644562607706.jpg,1644562618631.jpg,10,1.0,0.8,0.8,1.0,1.0,0.8,0.4,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.8,0.4,0.2
2567,1644563200177.jpg,1644563244830.jpg,1644563268025.jpg,1644563282138.jpg,1644563321436.jpg,1,0.2,0.0,0.0,0.2,0.2,0.2,0.2,1.0,0.8,0.4,0.4,0.4,0.4,0.0,0.8,0.4,0.0
2568,1644562788609.jpg,1644562802046.jpg,1644562824639.jpg,1644562867895.jpg,1644562879772.jpg,8,0.2,0.2,0.2,0.2,0.4,0.4,0.6,1.0,1.0,0.2,0.0,0.0,0.0,0.0,0.8,0.4,0.0
2569,1644561757501.jpg,1644561767312.jpg,1644561783436.jpg,1644562089750.jpg,1644562120771.jpg,2,0.4,0.2,0.2,0.4,0.4,0.4,0.2,1.0,0.6,0.4,0.2,0.0,0.0,0.0,0.4,0.6,0.2
2570,1644560378402.jpg,1644560386792.jpg,1644560410238.jpg,1644560422258.jpg,1644560472640.jpg,1,0.6,0.6,0.6,0.8,0.6,0.6,0.2,1.0,1.0,0.0,0.0,0.0,0.4,0.0,0.6,0.0,0.0
2571,1644561039485.jpg,1644561052006.jpg,1644561080321.jpg,1644561090892.jpg,1644561103574.jpg,6,0.4,0.4,0.4,0.4,0.8,0.4,0.6,1.0,0.8,0.0,0.2,0.0,0.2,0.0,0.8,0.4,0.0
2572,1644560643638.jpg,1644560671221.jpg,1644560699443.jpg,1644560723847.jpg,1644560768238.jpg,6,0.8,0.2,0.2,0.2,0.6,0.8,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2573,1644561493171.jpg,1644561506195.jpg,1644561519599.jpg,1644561528994.jpg,1644561539299.jpg,3,0.4,0.2,0.2,0.2,0.2,0.2,0.0,1.0,0.2,0.2,0.2,0.0,0.0,0.0,0.6,0.4,0.2
2574,1643957702986.jpg,1643957732376.jpg,1643957740673.jpg,1643957749149.jpg,1643957786519.jpg,1,0.4,0.0,0.0,0.0,0.2,0.6,0.8,1.0,1.0,0.0,0.0,0.0,0.2,0.0,0.4,0.8,0.6
2575,1643707601217.jpg,1643707612483.jpg,1643707625030.jpg,1643707634788.jpg,1643707650524.jpg,1,0.4,0.8,0.6,0.8,0.8,0.4,0.6,0.6,0.6,0.0,0.6,0.0,0.0,0.0,0.4,0.4,0.0
2576,1643707191230.jpg,1643707210413.jpg,1643707226435.jpg,1643707281465.jpg,1643707300256.jpg,2,0.4,0.4,0.4,0.4,0.4,0.4,0.8,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.6,0.4,0.0
2577,1643707396863.jpg,1643707446791.jpg,1643707459395.jpg,1643707509255.jpg,1643707537717.jpg,1,0.4,0.2,0.2,0.2,0.6,0.4,0.4,0.8,0.8,0.2,0.2,0.2,0.0,0.2,0.0,0.2,0.2
2578,1643956989254.jpg,1643957000678.jpg,1643957028039.jpg,1643957040506.jpg,1643957067273.jpg,1,0.4,0.4,0.2,0.4,0.4,0.2,0.6,0.8,1.0,0.2,0.0,0.0,0.2,0.0,0.4,0.4,0.4
2579,1643954816358.jpg,1643954828409.jpg,1643954845913.jpg,1643954863080.jpg,1643954879357.jpg,3,1.0,0.8,0.6,0.8,0.8,1.0,0.4,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.8,0.0,0.4
2580,1643957470259.jpg,1643957495020.jpg,1643957534085.jpg,1643957545933.jpg,1643957557604.jpg,1,0.2,0.2,0.2,0.2,0.4,0.0,0.6,0.8,0.4,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.0
2581,1643955084948.jpg,1643955113060.jpg,1643955124624.jpg,1643955140883.jpg,1643955182945.jpg,1,0.4,0.4,0.2,0.2,0.6,0.6,0.4,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.4,0.2
2582,1643956439761.jpg,1643956452616.jpg,1643956468112.jpg,1643956489828.jpg,1643956507632.jpg,9,0.6,0.6,0.6,0.6,0.8,0.8,0.4,0.4,0.2,0.0,0.4,0.0,0.6,0.0,0.2,0.6,0.4
2583,1643957255117.jpg,1643957265716.jpg,1643957306659.jpg,1643957336926.jpg,1643957351973.jpg,0,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.6,0.4,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2584,1643956199196.jpg,1643956238536.jpg,1643956250977.jpg,1643956262459.jpg,1643956277665.jpg,3,0.4,0.6,0.6,0.4,0.6,0.4,0.6,0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.8
2585,1643956725848.jpg,1643956734240.jpg,1643956748988.jpg,1643956758156.jpg,1643956767855.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.4,1.0,0.8,0.2,0.0,0.0,0.2,0.0,0.8,0.2,0.2
2586,1643955906015.jpg,1643955918444.jpg,1643955935871.jpg,1643955954187.jpg,1643955965732.jpg,7,0.8,0.8,0.8,0.8,1.0,0.8,0.6,0.8,1.0,0.4,0.0,0.0,0.2,0.4,0.6,0.4,0.4
2587,1644563646242.jpg,1644563665359.jpg,1644563682000.jpg,1644563696748.jpg,1644563711942.jpg,7,0.8,0.6,0.4,0.8,1.0,0.6,0.2,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.2
2588,1643955638566.jpg,1643955685077.jpg,1643955698135.jpg,1643955735852.jpg,1643955772749.jpg,7,0.6,0.4,0.4,0.2,1.0,0.6,0.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
2589,1643955358072.jpg,1643955374463.jpg,1643955410969.jpg,1643955437633.jpg,1643955480712.jpg,4,0.4,0.2,0.2,0.6,0.2,0.6,0.6,0.8,1.0,0.0,0.0,0.0,0.2,0.0,0.6,0.8,0.8
2590,1643432906878.jpg,1643432927338.jpg,1643432945422.jpg,1643432966507.jpg,1643432990736.jpg,3,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.6,0.0,0.4,0.0,0.0,0.6,0.6,0.8,0.2,0.0
2591,1643434218347.jpg,1643434284335.jpg,1643434293815.jpg,1643434314837.jpg,1643434354856.jpg,0,0.2,0.2,0.2,0.0,0.2,0.2,0.2,1.0,1.0,0.4,0.2,0.0,0.2,0.2,0.8,0.6,0.0
2592,1643433377381.jpg,1643433476756.jpg,1643433488706.jpg,1643433502241.jpg,1643433522068.jpg,1,0.4,0.2,0.2,0.2,0.4,0.4,0.8,1.0,1.0,0.4,0.2,0.0,0.2,0.2,0.6,0.6,0.4
2593,1643433839707.jpg,1643433849427.jpg,1643433861611.jpg,1643433871914.jpg,1643433886967.jpg,0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.0,0.6,0.0,0.2,0.0,0.0,0.0,1.0,0.8,0.2
2594,1644334564231.jpg,1644334582702.jpg,1644334719244.jpg,1644334728420.jpg,1644335670691.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.4,0.6,0.0,0.0,0.2,0.6,0.6,0.4,0.2
2595,1644333735281.jpg,1644333749128.jpg,1644333759851.jpg,1644333773769.jpg,1644333785827.jpg,0,0.0,0.0,0.0,0.0,0.4,0.0,0.2,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0
2596,1644334949795.jpg,1644334963623.jpg,1644335006233.jpg,1644335045798.jpg,1644335080134.jpg,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.6,0.0,0.0,0.0,0.2,0.6,0.2,0.0
2597,1644334180832.jpg,1644334203790.jpg,1644334224761.jpg,1644334236570.jpg,1644334256529.jpg,2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.0,0.8,0.4,0.2,0.8,0.4,0.6,0.4,0.0
2598,1644332653902.jpg,1644332662256.jpg,1644332702567.jpg,1644332712396.jpg,1644332730003.jpg,5,0.2,0.4,0.4,0.4,0.4,0.2,0.2,1.0,0.6,0.8,0.0,0.0,0.2,0.4,0.6,0.0,0.2
2599,1644331352738.jpg,1644331363718.jpg,1644331383418.jpg,1644331402228.jpg,1644331459902.jpg,1,0.4,0.2,0.2,0.2,0.4,0.4,0.2,0.8,0.2,0.6,0.4,0.0,0.0,0.2,0.6,0.4,0.0
2600,1644333235237.jpg,1644333244895.jpg,1644333260532.jpg,1644333269960.jpg,1644333278619.jpg,1,0.2,0.0,0.0,0.0,0.2,0.2,0.2,0.4,0.0,0.6,0.4,0.0,0.0,0.4,0.8,0.2,0.0
2601,1644332375712.jpg,1644332406850.jpg,1644332422413.jpg,1644332441991.jpg,1644332459074.jpg,7,0.6,0.8,0.6,0.8,0.8,0.8,0.0,0.8,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.2
2602,1644388328310.jpg,1644388340809.jpg,1644388349686.jpg,1644388361284.jpg,1644388397691.jpg,9,0.6,0.6,0.6,0.6,0.6,0.6,0.2,1.0,0.2,0.6,0.2,0.0,0.2,0.4,0.4,0.2,0.4
2603,1644389365757.jpg,1644389377178.jpg,1644389417479.jpg,1644389447865.jpg,1644389461326.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,0.4,0.0,0.0,0.6,0.0,0.8,0.6,0.2
2604,1644389010736.jpg,1644389022727.jpg,1644389035112.jpg,1644389050660.jpg,1644389090104.jpg,3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1.0,0.2,0.6,0.0,0.0,0.0,0.6,1.0,0.4,0.4
2605,1644388767629.jpg,1644388789959.jpg,1644388812617.jpg,1644388831707.jpg,1644388851603.jpg,7,0.4,0.4,0.4,0.6,0.6,0.4,0.4,0.4,0.2,0.0,0.2,0.0,0.2,0.0,0.4,0.2,0.2
2606,1643440692970.jpg,1643440732070.jpg,1643440752727.jpg,1643440763413.jpg,1643440773781.jpg,1,0.6,0.4,0.2,0.2,0.4,0.4,0.4,0.8,0.2,0.0,0.0,0.0,0.6,0.0,0.8,0.0,0.0
2607,1644389529097.jpg,1644389539246.jpg,1644389589155.jpg,1644389601570.jpg,1644389628617.jpg,4,0.4,0.4,0.4,0.4,0.4,0.0,0.4,0.8,0.6,0.6,0.0,0.0,0.4,0.4,1.0,0.8,0.0
2608,1643439995494.jpg,1643440009552.jpg,1643440041952.jpg,1643440071061.jpg,1643440083849.jpg,1,0.8,0.4,0.0,0.4,0.8,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.2,0.0
2609,1643440206147.jpg,1643440218064.jpg,1643440231772.jpg,1643440250329.jpg,1643440260313.jpg,1,0.2,0.2,0.2,0.2,0.4,0.0,0.0,1.0,0.0,0.2,0.0,0.0,0.6,0.4,0.6,0.0,0.0
2610,1644386979635.jpg,1644386991995.jpg,1644387001377.jpg,1644387009920.jpg,1644387033752.jpg,8,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.6,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.0
2611,1643440976405.jpg,1643440998638.jpg,1643441015507.jpg,1643441028346.jpg,1643441040533.jpg,3,0.4,0.4,0.2,0.4,0.6,0.4,0.2,0.6,0.0,0.2,0.0,0.0,0.2,0.2,0.6,0.0,0.0
2612,1644387189252.jpg,1644387199087.jpg,1644387219126.jpg,1644387227593.jpg,1644387247420.jpg,8,0.6,0.8,0.8,0.8,0.8,0.8,0.4,0.6,0.2,0.4,0.2,0.2,0.0,0.2,0.2,0.2,0.2
2613,1643441204067.jpg,1643441237355.jpg,1643441254325.jpg,1643441271619.jpg,1643441285975.jpg,1,0.4,0.2,0.0,0.4,0.4,0.2,0.0,0.8,0.4,0.0,0.0,0.0,0.4,0.0,1.0,0.4,0.0
2614,1643441467906.jpg,1643441476267.jpg,1643441502553.jpg,1643441518456.jpg,1643441554228.jpg,1,0.4,0.2,0.2,0.2,0.4,0.2,0.2,1.0,0.0,0.4,0.0,0.0,0.2,0.2,0.8,0.2,0.0
2615,1643442136114.jpg,1643442148775.jpg,1643442172989.jpg,1643442184172.jpg,1643442195290.jpg,1,0.4,0.4,0.4,0.6,0.4,0.2,0.2,0.2,0.4,0.2,0.0,0.0,0.0,0.2,0.4,0.0,0.0
2616,1643441825375.jpg,1643441842597.jpg,1643441854752.jpg,1643441867019.jpg,1643441898134.jpg,1,0.4,0.4,0.4,0.2,0.4,0.2,0.0,0.8,0.4,0.0,0.0,0.0,0.2,0.0,0.2,0.0,0.0
2617,1644385283735.jpg,1644385299047.jpg,1644385355667.jpg,1644385366010.jpg,1644385413491.jpg,2,0.2,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,0.2
2618,1643440421801.jpg,1643440431223.jpg,1643440449453.jpg,1643440481827.jpg,1643440510790.jpg,2,0.8,0.6,0.4,0.8,0.8,0.8,0.8,0.8,0.2,0.0,0.0,0.0,0.4,0.2,0.2,0.0,0.0
2619,1644387850647.jpg,1644387863561.jpg,1644387876180.jpg,1644387892210.jpg,1644387900458.jpg,7,0.6,1.0,0.8,0.8,1.0,0.6,0.2,0.6,0.2,0.0,0.2,0.0,0.4,0.0,0.0,0.6,0.2
2620,1644387691464.jpg,1644387701563.jpg,1644387718697.jpg,1644387736461.jpg,1644387748369.jpg,3,0.4,0.4,0.4,0.6,0.8,0.6,0.2,0.8,0.0,0.6,0.2,0.0,0.4,0.0,0.6,0.2,0.6
2621,1644390297218.jpg,1644390315823.jpg,1644390367236.jpg,1644390376849.jpg,1644390387733.jpg,7,0.8,1.0,0.8,1.0,1.0,1.0,0.8,1.0,0.6,0.0,1.0,0.4,0.2,0.0,0.2,0.8,0.8
2622,1644384390804.jpg,1644384421976.jpg,1644384431710.jpg,1644384447869.jpg,1644384464469.jpg,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.8,0.0,0.2,0.0,0.0,0.0,0.8,0.4,0.6
2623,1643443012291.jpg,1643443060355.jpg,1643443094013.jpg,1643443115416.jpg,1643443153257.jpg,4,0.8,0.6,0.6,0.6,0.8,0.6,0.4,0.6,1.0,0.2,0.2,0.0,0.4,0.2,0.6,0.8,0.4
2624,1643442583580.jpg,1643442600171.jpg,1643442609610.jpg,1643442691050.jpg,1643442633376.jpg,0,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.8,0.6,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2625,1644383997699.jpg,1644384006593.jpg,1644384036142.jpg,1644384044830.jpg,1644384053548.jpg,3,0.0,0.0,0.0,0.0,0.2,0.0,0.4,1.0,0.2,0.4,0.0,0.0,0.4,0.2,0.8,0.2,0.4
2626,1644384652204.jpg,1644384662640.jpg,1644384693956.jpg,1644384708052.jpg,1644384771909.jpg,4,0.4,0.4,0.2,0.4,0.6,0.4,0.8,0.8,0.8,0.0,0.0,0.0,0.2,0.0,0.8,0.4,0.8
2627,1644386398405.jpg,1644386421382.jpg,1644386458483.jpg,1644386473441.jpg,1644386482293.jpg,1,0.2,0.6,0.2,0.4,0.4,0.2,0.0,0.4,0.6,0.0,0.0,0.0,0.2,0.0,0.8,0.6,0.2
2628,1644386605109.jpg,1644386618894.jpg,1644386662290.jpg,1644386697516.jpg,1644386706484.jpg,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4,1.0,0.0,0.0,0.4,0.6,0.8,0.4,0.4
2629,1644384910298.jpg,1644384922477.jpg,1644384939778.jpg,1644384951684.jpg,1644384980607.jpg,3,0.0,0.2,0.2,0.0,0.4,0.0,0.8,1.0,0.6,0.2,0.4,0.0,0.6,0.0,1.0,0.8,0.6
2630,1643209532114.jpg,1643209540213.jpg,1643209576056.jpg,1643209585988.jpg,1643209601545.jpg,1,0.2,0.2,0.0,0.4,0.6,0.2,0.0,1.0,0.4,0.0,0.4,0.0,0.4,0.0,0.6,0.4,0.0
2631,1643206620673.jpg,1643206640534.jpg,1643206675703.jpg,1643206684852.jpg,1643206700534.jpg,0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.8,0.8,1.0,0.2,0.2,0.0,0.8,0.6,0.6,0.2
2632,1643209978329.jpg,1643209998610.jpg,1643210020791.jpg,1643210038651.jpg,1643210064929.jpg,3,0.4,0.6,0.2,0.4,1.0,0.4,0.4,0.4,0.4,0.4,0.0,0.0,0.2,0.4,0.6,0.2,0.0
2633,1643210214064.jpg,1643210227348.jpg,1643210245325.jpg,1643210257662.jpg,1643210270524.jpg,1,0.6,0.4,0.4,0.4,0.6,0.6,0.2,0.0,0.8,0.4,0.0,0.0,0.2,0.4,0.2,0.0,0.0
2634,1643206853354.jpg,1643206862493.jpg,1643206875337.jpg,1643206901395.jpg,1643206915939.jpg,1,0.8,0.6,0.6,0.6,0.8,0.8,0.2,1.0,0.2,0.6,0.2,0.0,0.4,0.2,0.4,0.2,0.4
2635,1643209337239.jpg,1643209353967.jpg,1643209370878.jpg,1643209381724.jpg,1643209391890.jpg,2,0.4,0.8,0.6,0.6,0.8,0.4,0.2,0.8,0.4,0.4,0.0,0.0,0.0,0.2,0.2,0.0,0.0
2636,1643207059568.jpg,1643207071691.jpg,1643207086532.jpg,1643207105967.jpg,1643207146543.jpg,1,0.6,0.8,0.8,0.8,0.8,0.6,0.4,1.0,0.8,0.6,0.2,0.0,0.2,0.0,0.8,0.2,0.0
2637,1643209033181.jpg,1643209043529.jpg,1643209209915.jpg,1643209067502.jpg,1643209081737.jpg,1,0.4,0.2,0.2,0.2,0.6,0.4,0.0,0.8,0.8,0.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2638,1644331184478.jpg,1644331194273.jpg,1644331206620.jpg,1644331216010.jpg,1644331227682.jpg,4,0.4,0.2,0.2,0.2,0.4,0.4,0.0,1.0,0.0,0.4,0.2,0.2,0.2,0.0,1.0,0.4,0.0
2639,1644332142091.jpg,1644332152656.jpg,1644332167015.jpg,1644332177296.jpg,1644332187013.jpg,6,0.8,1.0,0.8,0.8,1.0,0.8,0.4,0.8,0.0,0.6,0.0,0.0,0.2,0.0,0.6,0.0,0.0
2640,1644331930361.jpg,1644331952476.jpg,1644331969090.jpg,1644331977325.jpg,1644331986035.jpg,0,0.6,0.2,0.0,0.2,0.8,0.6,0.4,1.0,0.2,0.2,0.2,0.0,0.2,0.0,0.8,0.2,0.4
2641,1644331675526.jpg,1644331687157.jpg,1644331714500.jpg,1644331752553.jpg,1644331773150.jpg,1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.2,0.0,0.0,0.2,0.0,0.8,0.0,0.0
2642,1643206195980.jpg,1643206209682.jpg,1643206226001.jpg,1643206237458.jpg,1643206262082.jpg,3,0.2,0.2,0.2,0.2,0.6,0.2,0.4,0.8,0.0,0.6,0.0,0.0,0.0,0.2,0.8,0.0,0.0
2643,1643205035740.jpg,1643205079214.jpg,1643205093805.jpg,1643205111852.jpg,1643205128932.jpg,8,0.6,0.6,0.2,0.6,0.8,0.8,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2644,1643210808454.jpg,1643210819186.jpg,1643210830449.jpg,1643210845462.jpg,1643210899362.jpg,2,0.6,0.8,0.6,0.6,0.8,0.6,0.2,0.8,0.6,0.6,0.2,0.0,0.2,0.2,0.8,0.6,0.0
2645,1643205608920.jpg,1643205696318.jpg,1643205630726.jpg,1643205655223.jpg,1643205679720.jpg,7,0.4,0.8,0.6,0.6,1.0,0.8,0.2,0.8,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.0,0.0
2646,1643431322903.jpg,1643431339580.jpg,1643431357406.jpg,1643431385719.jpg,1643431523449.jpg,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.2,0.4,0.2,0.0,0.8,0.4,0.8,0.0,0.2
2647,1643202109439.jpg,1643202131376.jpg,1643202147051.jpg,1643202161740.jpg,1643202181847.jpg,1,0.2,0.2,0.2,0.6,0.4,0.2,0.4,0.6,0.4,0.4,0.4,0.0,0.8,0.8,0.6,0.6,0.0
2648,1643202642006.jpg,1643202662875.jpg,1643202680281.jpg,1643202693415.jpg,1643202762649.jpg,9,0.6,0.6,0.6,0.6,0.6,0.6,0.0,0.4,0.0,0.0,0.0,0.0,0.4,0.2,0.4,0.0,0.0
2649,1643431930925.jpg,1643431972371.jpg,1643431983160.jpg,1643432006889.jpg,1643432017611.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.8,0.6,0.4,0.0,0.0,0.2,0.4,0.4,0.2,0.0
2650,1643430874169.jpg,1643430889642.jpg,1643430899878.jpg,1643430915684.jpg,1643430932940.jpg,6,0.4,0.2,0.2,0.2,0.4,0.4,0.4,1.0,1.0,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.2
2651,1643204193437.jpg,1643204206538.jpg,1643204230577.jpg,1643204249907.jpg,1643204266095.jpg,3,0.8,0.6,0.4,0.4,1.0,0.8,0.8,0.6,0.4,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.4
2652,1643203829279.jpg,1643203837927.jpg,1643203855947.jpg,1643203870548.jpg,1643203914522.jpg,2,0.6,0.8,0.8,0.8,0.8,0.4,0.4,0.6,1.0,0.0,0.2,0.0,0.0,0.0,0.2,0.2,0.4
2653,1643203303215.jpg,1643203316155.jpg,1643203341786.jpg,1643203352849.jpg,1643203367067.jpg,3,1.0,0.8,0.8,0.6,1.0,0.8,0.6,0.6,0.4,0.6,0.0,0.0,0.2,0.2,0.4,0.2,0.0
2654,1643443404259.jpg,1643443417280.jpg,1643443430414.jpg,1643443459937.jpg,1643443477660.jpg,0,0.2,0.6,0.6,0.4,0.6,0.4,0.0,0.2,0.0,0.8,0.0,0.0,0.0,1.0,0.2,0.2,0.4
2655,1643444209133.jpg,1643444217770.jpg,1643444233469.jpg,1643444244716.jpg,1643444267718.jpg,2,0.4,0.4,0.2,0.4,0.4,0.4,0.4,0.8,0.2,0.4,0.0,0.0,0.4,0.2,0.6,0.0,0.0
2656,1643443945442.jpg,1643443969793.jpg,1643443986127.jpg,1643444002232.jpg,1643444069227.jpg,9,0.4,0.6,0.4,0.4,0.6,0.4,0.0,0.6,0.2,0.4,0.0,0.0,0.2,0.4,0.2,0.2,0.0
2657,1643443686666.jpg,1643443699713.jpg,1643443715157.jpg,1643443728717.jpg,1643443741607.jpg,1,0.4,0.2,0.0,0.6,0.4,0.6,0.4,0.8,0.0,1.0,0.4,0.2,0.0,0.6,0.4,0.8,0.4
2658,1643445253200.jpg,1643445265315.jpg,1643445293698.jpg,1643445307970.jpg,1643445337791.jpg,3,0.2,0.4,0.4,0.4,0.6,0.0,0.0,0.4,0.0,0.4,0.2,0.2,0.2,0.8,0.6,0.2,0.2
2659,1643790356511.jpg,1643790366439.jpg,1643790376632.jpg,1643790390051.jpg,1643790400231.jpg,6,0.8,0.6,0.6,0.6,0.8,0.6,0.6,1.0,0.8,0.8,0.0,0.0,0.0,0.0,0.2,0.4,0.4
2660,1643445566474.jpg,1643445579836.jpg,1643445601263.jpg,1643445623643.jpg,1643445635777.jpg,8,0.8,0.6,0.6,0.6,0.4,0.8,0.2,0.4,0.4,0.2,0.0,0.0,0.4,0.2,0.8,0.2,0.0
2661,1643446381635.jpg,1643446426385.jpg,1643446442909.jpg,1643446474822.jpg,1643446503030.jpg,4,0.6,0.6,0.6,0.6,0.8,0.8,0.6,0.8,0.4,0.0,0.2,0.0,0.2,0.0,0.2,0.4,0.4
2662,1643444528357.jpg,1643444551406.jpg,1643444575879.jpg,1643444609230.jpg,1643444635184.jpg,0,0.8,0.6,0.6,0.4,0.8,0.8,0.8,0.8,0.6,0.0,0.0,0.0,0.0,0.0,0.4,0.2,0.0
2663,1643790134029.jpg,1643790148219.jpg,1643790182810.jpg,1643790192720.jpg,1643790207837.jpg,3,0.4,0.4,0.4,0.4,0.4,0.2,0.2,0.8,0.8,0.4,0.0,0.0,0.0,0.2,0.6,0.2,0.2
2664,1643444941200.jpg,1643444953100.jpg,1643444966958.jpg,1643444990876.jpg,1643445015632.jpg,0,0.4,0.2,0.2,0.4,0.4,0.4,0.4,0.8,0.8,0.2,0.2,0.0,0.2,0.0,1.0,0.4,0.2
2665,1643445996694.jpg,1643446032781.jpg,1643446058097.jpg,1643446068248.jpg,1643446084116.jpg,2,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.2,0.2,0.0,0.0,0.2,0.0,0.4,0.0,0.0
2666,1643795215208.jpg,1643801711184.jpg,1643801728639.jpg,1643801741061.jpg,1643801754050.jpg,1,0.2,0.2,0.2,0.2,0.2,0.2,0.4,0.8,0.2,0.2,0.2,0.0,0.2,0.2,0.8,0.4,0.0
2667,1643802271029.jpg,1643802281444.jpg,1643802304384.jpg,1643802321217.jpg,1643802398367.jpg,7,0.4,0.4,0.4,0.4,0.6,0.4,0.2,0.6,0.0,0.0,0.4,0.0,0.0,0.0,0.2,0.4,0.2
2668,1643801922750.jpg,1643801951444.jpg,1643801964403.jpg,1643801974228.jpg,1643801984763.jpg,3,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.8,0.0,0.2,0.0,0.0,0.0,0.6,0.4,0.0
2669,1643446950845.jpg,1643446961179.jpg,1643446969622.jpg,1643446993289.jpg,1643447003018.jpg,1,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.8,0.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.4
2670,1643793889367.jpg,1643793923175.jpg,1643793961729.jpg,1643793978406.jpg,1643793990837.jpg,9,0.6,0.6,0.6,0.6,0.6,0.6,0.4,0.8,0.4,0.2,0.0,0.0,0.4,0.2,0.4,0.6,0.6
2671,1643792574129.jpg,1643792590415.jpg,1643792611341.jpg,1643792621494.jpg,1643792632082.jpg,7,1.0,0.6,0.6,0.8,0.8,1.0,0.4,1.0,0.6,0.4,0.0,0.0,0.2,0.0,0.8,0.0,0.0
2672,1643793280136.jpg,1643793334295.jpg,1643793349107.jpg,1643793366401.jpg,1643793432078.jpg,3,0.4,0.8,0.8,1.0,1.0,0.4,0.8,0.6,0.6,0.2,0.0,0.0,0.2,0.0,0.6,0.2,0.0
2673,1643792832939.jpg,1643792856665.jpg,1643792867071.jpg,1643792878155.jpg,1643792937166.jpg,8,0.6,0.6,0.6,0.6,0.6,0.6,0.2,1.0,0.2,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0
2674,1643447324941.jpg,1643447336013.jpg,1643447348090.jpg,1643447363667.jpg,1643447383158.jpg,1,0.8,0.8,0.8,0.6,0.8,0.8,0.4,1.0,0.2,0.4,0.2,0.0,0.0,0.0,0.4,0.2,0.0
2675,1643794284534.jpg,1643794294427.jpg,1643794337194.jpg,1643794345146.jpg,1643794356719.jpg,0,0.0,0.0,0.0,0.4,0.2,0.0,0.4,1.0,0.6,0.4,0.0,0.0,0.8,0.4,0.8,0.8,0.4
2676,1643794551393.jpg,1643794561041.jpg,1643794606614.jpg,1643794628151.jpg,1643794664824.jpg,3,0.4,0.4,0.2,0.4,0.6,0.4,0.4,0.8,0.8,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0
